"filename", "language", "TypeScript", "CSS", "TypeScript JSX", "Markdown", "JSON", "comment", "blank", "total"
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\useModelData.ts", "TypeScript", -45, 0, 0, 0, 0, -1, -8, -54
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\useModelMutations.ts", "TypeScript", -16, 0, 0, 0, 0, -7, -4, -27
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\useModelMutations_DB.ts", "TypeScript", -125, 0, 0, 0, 0, -12, -23, -160
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\useModelMutations_Legacy.ts", "TypeScript", -108, 0, 0, 0, 0, -9, -12, -129
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\useModelsQuery.ts", "TypeScript", -51, 0, 0, 0, 0, -6, -10, -67
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\useSelectionMode.ts", "TypeScript", -81, 0, 0, 0, 0, 0, -12, -93
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\useTagsQuery.ts", "TypeScript", -29, 0, 0, 0, 0, -1, -5, -35
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\main.tsx", "TypeScript JSX", 0, 0, -12, 0, 0, -1, -2, -15
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\styles\globals.css", "CSS", 0, -187, 0, 0, 0, 0, -18, -205
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\tests\download.test.tsx", "TypeScript JSX", 0, 0, -79, 0, 0, -7, -17, -103
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\tests\utils.test.ts", "TypeScript", -18, 0, 0, 0, 0, 0, -3, -21
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\ProjectService.ts", "TypeScript", -241, 0, 0, 0, 0, -37, -48, -326
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\clientUtils.ts", "TypeScript", -89, 0, 0, 0, 0, -2, -17, -108
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\configManager.ts", "TypeScript", -336, 0, 0, 0, 0, -17, -39, -392
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\dbAdapter.ts", "TypeScript", -126, 0, 0, 0, 0, -15, -22, -163
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\downloadUtils.ts", "TypeScript", -144, 0, 0, 0, 0, -13, -21, -178
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\fileManager.ts", "TypeScript", -205, 0, 0, 0, 0, -17, -25, -247
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\filterUtils.ts", "TypeScript", -76, 0, 0, 0, 0, -14, -18, -108
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\galleryUtils.ts", "TypeScript", -62, 0, 0, 0, 0, -3, -14, -79
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\gcodeParser.ts", "TypeScript", -213, 0, 0, 0, 0, -8, -31, -252
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\imageUtils.ts", "TypeScript", -65, 0, 0, 0, 0, -13, -12, -90
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\labels.ts", "TypeScript", -29, 0, 0, 0, 0, -2, -4, -35
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\modelFactory.ts", "TypeScript", -49, 0, 0, 0, 0, 0, -2, -51
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\munchiePath.ts", "TypeScript", -34, 0, 0, 0, 0, 0, -7, -41
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\rendererPool.ts", "TypeScript", -3, 0, 0, 0, 0, -2, -1, -6
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\rendererPool.tsx", "TypeScript JSX", 0, 0, -125, 0, 0, -5, -11, -141
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\sortUtils.ts", "TypeScript", -53, 0, 0, 0, 0, -1, -5, -59
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\themeUtils.ts", "TypeScript", -113, 0, 0, 0, 0, -12, -19, -144
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\thingiverseImporter.ts", "TypeScript", -101, 0, 0, 0, 0, -15, -24, -140
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\threeJSManager.ts", "TypeScript", -83, 0, 0, 0, 0, -11, -15, -109
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\threeMFToJson.ts", "TypeScript", -341, 0, 0, 0, 0, -48, -66, -455
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\thumbnailGenerator.ts", "TypeScript", -55, 0, 0, 0, 0, -23, -21, -99
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\thumbnailUtils.ts", "TypeScript", -39, 0, 0, 0, 0, -6, -7, -52
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\utils\useSafeThreeMFLoader.ts", "TypeScript", -70, 0, 0, 0, 0, -8, -14, -92
"Total", "-", -6725, -187, -22122, -3, -25, -1525, -3343, -33930
